,task_id,T,x(Cr),x(Cr@B2),x(Cr@Bcc),x(Cr@CBCC_A12),x(Cr@Hcp),x(Cr@Laves_C14),x(Cr@Laves_C15),x(Cr@Laves_C36),x(Cr@Liquid),x(Cr@Sigma),x(Mn),x(Mn@Bcc),x(Mn@Beta_TiMn),x(Mn@CBCC_A12),x(Mn@Laves_C14),x(Mn@Laves_C15),x(Mn@Laves_C36),x(Mn@Liquid),x(Mn@Mn3Ti),x(Mn@Mn4Ti),x(Mn@Sigma),x(Nb),x(Nb@B2),x(Nb@Bcc#1),x(Nb@Bcc#2),x(Nb@Bcc),x(Nb@Laves_C14),x(Nb@Laves_C15),x(Nb@Laves_C36),x(Nb@Liquid),x(Ti),x(Ti@Bcc#1),x(Ti@Bcc#2),x(Ti@Bcc),x(Ti@Beta_TiMn),x(Ti@CBCC_A12),x(Ti@Laves_C14),x(Ti@Laves_C15),x(Ti@Laves_C36),x(Ti@Liquid),x(Ti@Mn3Ti),x(Ti@Mn4Ti),x(V),x(V@Bcc#1),x(V@Bcc#2),x(V@Bcc),x(V@Hcp),x(V@Laves_C14),x(V@Laves_C15),x(V@Laves_C36),x(V@Liquid),x(Zr),x(Zr@Bcc#1),x(Zr@Bcc#2),x(Zr@Bcc),x(Zr@Hcp),x(Zr@Laves_C14),x(Zr@Laves_C15),x(Zr@Laves_C36),x(Zr@Liquid),w(Cr),w(Cr@B2),w(Cr@Bcc),w(Cr@CBCC_A12),w(Cr@Hcp),w(Cr@Laves_C14),w(Cr@Laves_C15),w(Cr@Laves_C36),w(Cr@Liquid),w(Cr@Sigma),w(Mn),w(Mn@Bcc),w(Mn@Beta_TiMn),w(Mn@CBCC_A12),w(Mn@Laves_C14),w(Mn@Laves_C15),w(Mn@Laves_C36),w(Mn@Liquid),w(Mn@Mn3Ti),w(Mn@Mn4Ti),w(Mn@Sigma),w(Nb),w(Nb@B2),w(Nb@Bcc#1),w(Nb@Bcc#2),w(Nb@Bcc),w(Nb@Laves_C14),w(Nb@Laves_C15),w(Nb@Laves_C36),w(Nb@Liquid),w(Ti),w(Ti@Bcc#1),w(Ti@Bcc#2),w(Ti@Bcc),w(Ti@Beta_TiMn),w(Ti@CBCC_A12),w(Ti@Laves_C14),w(Ti@Laves_C15),w(Ti@Laves_C36),w(Ti@Liquid),w(Ti@Mn3Ti),w(Ti@Mn4Ti),w(V),w(V@Bcc#1),w(V@Bcc#2),w(V@Bcc),w(V@Hcp),w(V@Laves_C14),w(V@Laves_C15),w(V@Laves_C36),w(V@Liquid),w(Zr),w(Zr@Bcc#1),w(Zr@Bcc#2),w(Zr@Bcc),w(Zr@Hcp),w(Zr@Laves_C14),w(Zr@Laves_C15),w(Zr@Laves_C36),w(Zr@Liquid),P,log10(P),phase_name,G,H,S,G(@Bcc),H(@Bcc),S(@Bcc),G(@Laves_C15),H(@Laves_C15),S(@Laves_C15),G(@Laves_C36),H(@Laves_C36),S(@Laves_C36),G(@Laves_C14),H(@Laves_C14),S(@Laves_C14),G(@Liquid),H(@Liquid),S(@Liquid),G(@Bcc#1),G(@Bcc#2),H(@Bcc#1),H(@Bcc#2),S(@Bcc#1),S(@Bcc#2),G(@Hcp),H(@Hcp),S(@Hcp),G(@Beta_TiMn),H(@Beta_TiMn),S(@Beta_TiMn),G(@B2),H(@B2),S(@B2),G(@CBCC_A12),H(@CBCC_A12),S(@CBCC_A12),G(@Sigma),H(@Sigma),S(@Sigma),G(@Mn3Ti),G(@Mn4Ti),H(@Mn3Ti),H(@Mn4Ti),S(@Mn3Ti),S(@Mn4Ti),f(@B2),f(@Bcc#1),f(@Bcc#2),f(@Bcc),f(@Beta_TiMn),f(@CBCC_A12),f(@Hcp),f(@Laves_C14),f(@Laves_C15),f(@Laves_C36),f(@Liquid),f(@Mn3Ti),f(@Mn4Ti),f(@Sigma)
861,1774,1200.0,10.0,,,,,16.49966391,,,8.67577,,20.0,,,,31.01551581,,,17.7558,,,,,,,,,,,,,10.0,,,,,,9.01674182,,,10.2003,,,10.0,,,,,8.882445482,,,10.2277,50.0,,,,,34.58563297,,,53.1404,7.25376,,,,,12.99657336,,,6.19338,,15.3284,,,,25.81283366,,,13.3926,,,,,,,,,,,,,6.67956,,,,,,6.540148443,,,6.70527,,,7.10673,,,,,6.854761858,,,7.15324,63.6316,,,,,47.79568268,,,66.5555,1.0,5.0,Liquid+Laves_C14,-103021.5687,43837.12043,99.69024821,,,,,,,,,,-105144.8027,19952.15404,84.91800345,-102589.0304,48702.88797,102.6996018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169239768,,,0.83076,,,
862,1775,1200.0,,,,,,,,,,,20.0,,,,,,,20.0,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,10.0,,,,,,,,10.0,60.0,,,,,,,,60.0,,,,,,,,,,,14.5331,,,,,,,14.5331,,,,,,,,,,,,,6.33298,,,,,,,,,6.33298,,,6.73799,,,,,,,,6.73799,72.396,,,,,,,,72.396,1.0,5.0,Liquid,-102488.5725,48352.48165,102.3935472,,,,,,,,,,,,,-102488.5725,48352.48165,102.3935472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
863,1776,1200.0,50.0,,50.0,,,,,,,,20.0,20.0,,,,,,,,,,,,,,,,,,,10.0,,,10.0,,,,,,,,,20.0,,,20.0,,,,,,,,,,,,,,,50.0327,,50.0327,,,,,,,,21.1455,21.1455,,,,,,,,,,,,,,,,,,,9.21443,,,9.21443,,,,,,,,,19.6074,,,19.6074,,,,,,,,,,,,,,,1.0,5.0,Bcc,-89291.30946,34670.52471,84.14746235,-89291.30946,34670.52471,84.14746235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
864,1777,1200.0,40.0,,46.9516,,,23.21772875,,,,,20.0,12.5454,,,37.99679026,,,,,,,,,,,,,,,,10.0,,,11.254,,,6.97267116,,,,,,20.0,,,27.7302,,1.33784352,,,,10.0,,,1.5189,,30.47496631,,,,37.2166,,46.7632,,,18.63942908,,,,,19.6612,13.202,,,32.23017728,,,,,,,,,,,,,,,,8.56762,,,10.3215,,,5.154615357,,,,,,18.2311,,,27.0591,,1.052262876,,,,16.3236,,,2.65413,,42.92351541,,,,1.0,5.0,Bcc+Laves_C14,-94581.5602,29592.48604,84.29151562,-90214.34749,34812.61488,84.87049002,,,,,,,-105124.5483,16990.45353,82.89380027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.707099,,,,0.2929009981,,,,,,
865,1778,1200.0,30.0,,35.0571,,,22.08956379,50.1556668,,,,20.0,9.3322,,,32.55625352,0.0,,,,,,,,,,,,,,,10.0,,,13.6989,,,6.8214572,10.528518,,,,,20.0,,,38.7724,,5.56623667,13.42590906,,,20.0,,,3.13938,,32.96648882,25.88990615,,,26.0816,,34.701,,,17.5229747,42.3515977,,,,18.3716,9.76008,,,27.28714043,0.0,,,,,,,,,,,,,,,8.00567,,,12.4864,,,4.982898714,8.186556065,,,,,17.0353,,,37.6006,,4.326018963,11.10707098,,,30.5058,,,5.45192,,45.88096719,38.35477525,,,1.0,5.0,Bcc+Laves_C14+Laves_C15,-98456.1344,25409.96483,84.0824758,-91890.79747,35127.68021,86.22236546,-93124.18611,18203.72232,75.57133247,,,,-104903.9373,18635.82587,83.86095318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41314,,,,0.4958942205,0.09096572662,,,,,
866,1779,1200.0,20.0,,20.04681305,,,16.7053,36.9369601,,,,20.0,7.220482809,,,26.1371,0.0,,,,,,,,,,,,,,,10.0,,,16.46803386,,,8.88238,9.874535641,,,,,20.0,,,48.6967195,,14.0469,24.56666353,,,30.0,,,7.567950777,,34.2283,28.62184074,,,16.3175,,19.30782544,,,13.2252,30.70049677,,,,17.2408,7.347797376,,,21.8629,0.0,,,,,,,,,,,,,,,7.5129,,,14.60541768,,,6.47532,7.557621556,,,,,15.9867,,,45.95087497,,10.8951,20.0049047,,,42.9421,,,12.78808453,,47.5414,41.73697698,,,1.0,5.0,Laves_C14+Bcc+Laves_C15,-100800.6195,24071.49261,84.76537497,-92862.61037,36024.31949,87.4907035,-93964.22387,21814.88376,78.59288438,,,,-103528.7286,22398.86396,85.48185356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1288252377,,,,0.729605,0.1415696808,,,,,
867,178,1200.0,20.0,,10.0604,,,,39.09761501,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,37.1619,,,,16.23937987,,,,,10.0,,,8.11258,,,13.62642768,,,40.0,,,44.6651,,,31.03657744,,,15.674,,7.70375,,,,32.08573066,,,,,,,,,,,,,,,,,,,,,,,,21.6498,,,26.204,,,,12.27199911,,,,,7.67812,,,6.08627,,,10.95594238,,,54.9981,,,60.0059,,,44.68632784,,,1.0,5.0,Bcc+Laves_C15,-95466.58062,32546.77479,86.89770588,-95937.12345,38498.56374,91.25729708,-94562.4936,21111.18412,78.52131672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.657695,,,,,0.3423051132,,,,,
868,1780,1200.0,10.0,,,,,13.07051011,,,8.6551,,20.0,,,,28.7926146,,,16.1481,,,,,,,,,,,,,10.0,,,,,,7.776027186,,,10.9744,,,20.0,,,,,15.79151326,,,21.844,40.0,,,,,34.56933485,,,42.3785,7.68567,,,,,10.31008349,,,6.57811,,16.2411,,,,23.99681807,,,12.9674,,,,,,,,,,,,,7.07727,,,,,,5.648220228,,,7.68055,,,15.0597,,,,,12.20392277,,,16.2655,53.9363,,,,,47.84095544,,,56.5084,1.0,5.0,Liquid+Laves_C14,-101965.5432,40284.20735,96.56162003,,,,,,,,,,-104190.0413,21229.03017,85.13666054,-100991.0778,48631.53294,101.5664466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3046190948,,,0.695381,,,
869,1781,1200.0,,,,,,,,,,,20.0,,,,,,,20.0,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,20.0,,,,,,,,20.0,50.0,,,,,,,,50.0,,,,,,,,,,,15.351,,,,,,,15.351,,,,,,,,,,,,,6.68939,,,,,,,,,6.68939,,,14.2344,,,,,,,,14.2344,63.7253,,,,,,,,63.7253,1.0,5.0,Liquid,-101544.1227,47988.64433,101.5054591,,,,,,,,,,,,,-101544.1227,47988.64433,101.5054591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
870,1782,1200.0,40.0,,40.0,,,,,,,,20.0,20.0,,,,,,,,,,,,,,,,,,,10.0,,,10.0,,,,,,,,,30.0,,,30.0,,,,,,,,,,,,,,,40.1075,,40.1075,,,,,,,,21.1884,21.1884,,,,,,,,,,,,,,,,,,,9.23315,,,9.23315,,,,,,,,,29.4709,,,29.4709,,,,,,,,,,,,,,,1.0,5.0,Bcc,-91611.4669,34725.76248,85.75992219,-91611.4669,34725.76248,85.75992219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
871,1783,1200.0,30.0,,34.1126,,,18.25298051,,,,,20.0,13.1535,,,39.56139282,,,,,,,,,,,,,,,,10.0,,,11.5439,,,5.58828298,,,,,,30.0,,,39.0521,,4.138817339,,,,10.0,,,2.13792,,32.45852635,,,,27.9652,,33.8917,,,14.46350405,,,,,19.6983,13.8078,,,33.12182168,,,,,,,,,,,,,,,,8.58381,,,10.5612,,,4.077578475,,,,,,27.3983,,,38.0127,,3.213083765,,,,16.3544,,,3.72658,,45.12401203,,,,1.0,5.0,Bcc+Laves_C14,-96084.38224,29765.72557,85.42925554,-92415.39717,34850.04726,86.39001081,,,,,,,-106567.8782,15238.14771,82.68406201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.740753,,,,0.2592467741,,,,,,
872,1784,1200.0,20.0,,23.2367,,,17.05757117,,,,,20.0,8.58508,,,30.37735687,,,,,,,,,,,,,,,,10.0,,,13.2459,,,7.049177832,,,,,,30.0,,,50.0631,,11.76057578,,,,20.0,,,4.86931,,33.75531835,,,,17.4185,,22.7596,,,13.49610626,,,,,18.404,8.88461,,,25.39476452,,,,,,,,,,,,,,,,8.0198,,,11.9469,,,5.135869386,,,,,,25.5981,,,48.0413,,9.116453854,,,,30.5597,,,8.36754,,46.85680598,,,,1.0,5.0,Bcc+Laves_C14,-98876.64396,27249.90348,85.61690761,-92500.50971,35283.27818,86.74187142,,,,,,,-104673.161,19946.79604,84.59420769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.476192,,,,0.5238081739,,,,,,
873,1785,1200.0,10.0,,13.48884356,,,10.70230111,,,7.92982,,20.0,8.901836454,,,29.92765597,,,16.3893,,,,,,,,,,,,,10.0,,,12.50242824,,,7.109474749,,,11.3618,,,30.0,,,58.74592292,,17.92608835,,,27.916,30.0,,,6.360968828,,34.33447981,,,36.4031,8.17226,,13.08045276,,,8.448924106,,,6.24759,,17.2693,9.120750587,,,24.963177,,,13.6431,,,,,,,,,,,,,7.52534,,,11.16417501,,,5.168279187,,,8.24288,,,24.0198,,,55.81254757,,13.86487097,,,21.5481,43.0133,,,10.82207408,,47.55474874,,,50.3183,1.0,5.0,Liquid+Laves_C14+Bcc,-100106.0602,35846.60172,92.28704607,-92184.63328,35671.68835,86.7911086,,,,,,,-104225.0729,20633.23777,84.7560063,-100015.8317,48674.82901,100.9338226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1876078488,,,,0.3704759816,,,0.441916,,,
874,1786,1200.0,,,,,,,,,,,20.0,,,,,,,20.0,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,30.0,,,,,,,,30.0,40.0,,,,,,,,40.0,,,,,,,,,,,16.2664,,,,,,,16.2664,,,,,,,,,,,,,7.08831,,,,,,,,,7.08831,,,22.6249,,,,,,,,22.6249,54.0204,,,,,,,,54.0204,1.0,5.0,Liquid,-99820.47074,48053.63597,100.3795314,,,,,,,,,,,,,-99820.47074,48053.63597,100.3795314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
875,1787,1200.0,30.0,,30.0,,,,,,,,20.0,20.0,,,,,,,,,,,,,,,,,,,10.0,,,10.0,,,,,,,,,40.0,,,40.0,,,,,,,,,,,,,,,30.1419,,30.1419,,,,,,,,21.2316,21.2316,,,,,,,,,,,,,,,,,,,9.25196,,,9.25196,,,,,,,,,39.3745,,,39.3745,,,,,,,,,,,,,,,1.0,5.0,Bcc,-92937.37618,34723.69497,86.65856916,-92937.37618,34723.69497,86.65856916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
876,1788,1200.0,20.0,,22.1467,,,13.04116867,,,,,20.0,13.7325,,,40.32280621,,,,,,,,,,,,,,,,10.0,,,11.4689,,,5.235738261,,,,,,40.0,,,49.817,,8.170953789,,,,10.0,,,2.83495,,33.22933307,,,,18.6787,,21.9278,,,10.28718207,,,,,19.7356,14.3661,,,33.60729613,,,,,,,,,,,,,,,,8.60006,,,10.4567,,,3.803137687,,,,,,36.6002,,,48.3248,,6.314787274,,,,16.3854,,,4.9246,,45.98759684,,,,1.0,5.0,Bcc+Laves_C14,-96529.08294,30149.69233,85.99176952,-93258.30446,34918.24446,87.00848449,,,,,,,-107135.4805,14686.35228,82.69479198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.764305,,,,0.2356948173,,,,,,
877,1789,1200.0,10.0,,11.25056466,,,8.805487762,,,6.56836,,20.0,9.652863586,,,31.49330015,,,17.3244,,,,,,,,,,,,,10.0,,,12.61432125,,,7.059570846,,,11.3825,,,40.0,,,60.25880116,,18.36160163,,,28.5526,20.0,,,6.223449341,,34.28003961,,,36.1722,8.72463,,10.92061313,,,6.949147109,,,5.1805,,18.4366,9.899922178,,,26.26026897,,,14.4369,,,,,,,,,,,,,8.03399,,,11.27511021,,,5.130274408,,,8.26675,,,34.1911,,,57.30588786,,14.19693863,,,22.063,30.6137,,,10.59846663,,47.46337089,,,50.0528,1.0,5.0,Liquid+Bcc+Laves_C14,-98108.65144,28673.59013,86.06200426,-92158.42827,35771.40158,86.84100726,,,,,,,-104533.1216,19854.08203,84.43621056,-100138.7765,48562.84899,100.9412657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5106010812,,,,0.4652910381,,,0.0241079,,,
878,179,1200.0,10.0,,8.7958,,,,35.99174503,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,30.7585,,,,13.62761765,,,,,10.0,,,9.6032,,,18.56460834,,,50.0,,,50.8425,,,31.81602899,,,7.39948,,6.48045,,,,29.36943913,,,,,,,,,,,,,,,,,,,,,,,,20.4412,,,20.8679,,,,10.23992783,,,,,7.24949,,,6.93189,,,14.84173241,,,64.9098,,,65.7197,,,45.54890063,,,1.0,5.0,Bcc+Laves_C15,-96271.85452,38049.51157,91.17969391,-96348.13016,38792.55026,91.73585881,-94625.50753,22011.63269,79.17533192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.955721,,,,,0.04427878736,,,,,
879,1790,1200.0,,,,,,,,,,,20.0,13.49453289,,,,,,21.581,,,,,,,,,,,,,10.0,,,11.14403798,,,,,,9.72196,,,40.0,,,70.06715062,,,,,32.6927,30.0,,,5.294278508,,,,,36.0043,,,,,,,,,,,17.298,13.91638327,,,,,,17.9612,,,,,,,,,,,,,7.53783,,,10.01595594,,,,,,7.05178,,,32.0795,,,67.00174721,,,,,25.23,43.0847,,,9.065913582,,,,,49.757,1.0,5.0,Liquid+Bcc,-97615.8994,45884.94421,97.41088389,-89885.85362,36746.96534,85.96057357,,,,,,,,,,-99494.5469,48105.76432,100.1936742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1955153987,,,,,,,0.804485,,,
880,1791,1200.0,20.0,,20.0,,,,,,,,20.0,20.0,,,,,,,,,,,,,,,,,,,10.0,,,10.0,,,,,,,,,50.0,,,50.0,,,,,,,,,,,,,,,20.1356,,20.1356,,,,,,,,21.2749,21.2749,,,,,,,,,,,,,,,,,,,9.27084,,,9.27084,,,,,,,,,49.3186,,,49.3186,,,,,,,,,,,,,,,1.0,5.0,Bcc,-93338.62887,34748.44565,86.9477477,-93338.62887,34748.44565,86.9477477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
881,1792,1200.0,10.0,,10.8105,,,7.00517778,,,,,20.0,14.3417,,,40.90778105,,,,,,,,,,,,,,,,10.0,,,11.2588,,,5.348858026,,,,,,50.0,,,59.9623,,13.18869841,,,,10.0,,,3.62675,,33.54948473,,,,9.35708,,10.6569,,,5.518711859,,,,,19.773,14.9379,,,34.05080556,,,,,,,,,,,,,,,,8.61638,,,10.2202,,,3.880286879,,,,,,45.837,,,57.9124,,10.17950246,,,,16.4165,,,6.27254,,46.37069325,,,,1.0,5.0,Bcc+Laves_C14,-95847.02539,30935.67852,86.0623181,-92835.36353,35356.30151,87.01874557,,,,,,,-106975.2341,14601.30308,82.52828105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.787009,,,,0.2129907647,,,,,,
882,1793,1200.0,,,,,,,,,,,20.0,13.81466879,,,38.56353731,,,21.9242,,,,,,,,,,,,,10.0,,,11.21294668,,,5.918792322,,,9.78657,,,50.0,,,69.68030557,,21.40843956,,,32.5495,20.0,,,5.292078961,,34.10923081,,,35.7397,,,,,,,,,,,18.4692,14.24390749,,,32.07981243,,,18.273,,,,,,,,,,,,,8.04822,,,10.07603624,,,4.291107112,,,7.10885,,,42.8146,,,66.61957537,,16.51365155,,,25.1557,30.668,,,9.060480897,,47.1154289,,,49.4624,1.0,5.0,Liquid+Bcc+Laves_C14,-95343.1724,38096.4162,90.58112792,-90016.95916,36750.92939,86.05226118,,,,,,,-104405.4265,16362.84968,81.97961931,-99573.60188,48095.38764,100.2402943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5098306215,,,,0.1328358687,,,0.357334,,,
883,1794,1200.0,10.0,,10.0,,,,,,,,20.0,20.0,,,,,,,,,,,,,,,,,,,10.0,,,10.0,,,,,,,,,60.0,,,60.0,,,,,,,,,,,,,,,10.0884,,10.0884,,,,,,,,21.3184,21.3184,,,,,,,,,,,,,,,,,,,9.2898,,,9.2898,,,,,,,,,59.3034,,,59.3034,,,,,,,,,,,,,,,1.0,5.0,Bcc,-92692.30203,35058.07333,86.71919042,-92692.30203,35058.07333,86.71919042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
884,1795,1200.0,,,,,,,,,,,20.0,15.1983,,,41.17685068,,,,,,,,,,,,,,,,10.0,,,11.0126,,,5.533954409,,,,,,60.0,,,69.1991,,19.42982536,,,,10.0,,,4.59,,33.85936955,,,,,,,,,,,,,,19.8106,15.7359,,,34.24567694,,,,,,,,,,,,,,,,8.63275,,,9.93733,,,4.011155528,,,,,,55.109,,,66.4355,,14.98389329,,,,16.4477,,,7.89126,,46.75927424,,,,1.0,5.0,Bcc+Laves_C14,-93050.9269,32620.93138,85.30825664,-90298.63746,36648.01788,86.1736112,,,,,,,-105189.2509,14860.41531,81.49181427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.815166,,,,0.1848338519,,,,,,
885,1796,1200.0,,,,,,,,,,,20.0,20.0,,,,,,,,,,,,,,,,,,,10.0,,,10.0,,,,,,,,,70.0,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,21.3621,21.3621,,,,,,,,,,,,,,,,,,,9.30884,,,9.30884,,,,,,,,,69.3291,,,69.3291,,,,,,,,,,,,,,,1.0,5.0,Bcc,-89981.06283,36094.59947,85.58236589,-89981.06283,36094.59947,85.58236589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
886,1797,1200.0,60.0,,68.6479,,,45.41758155,,,,,20.0,19.5975,,,20.67874645,,,,,,,,,,,,,,,,20.0,,,11.7547,,,33.903672,,,,,,,,,,,,,,,,,,,,,,,,60.2722,,68.5257,,,46.1156726,,,,,21.2275,20.6695,,,22.18460297,,,,,,,,,,,,,,,,18.5003,,,10.8049,,,31.69972443,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,Bcc+Laves_C14,-82624.36188,32837.48434,78.37752179,-80178.47182,34927.43479,78.13590375,,,,,,,-86748.72217,29313.32404,78.78494804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.627733,,,,0.3722674077,,,,,,
887,1798,1200.0,50.0,,72.6342,,,38.29937679,65.33335857,,,,20.0,16.2668,,,27.00393021,0.0,,,,,,,,,,,,,,,20.0,,,10.4045,,,24.02468431,16.72119653,,,,,,,,,,,,,,10.0,,,0.694495,,10.67200869,17.9454449,,,46.6885,,72.1861,,,35.56858354,58.2215081,,,,19.7321,17.0812,,,26.49749081,0.0,,,,,,,,,,,,,,,17.197,,,9.52175,,,20.54550212,13.72145053,,,,,,,,,,,,,,16.3824,,,1.21093,,17.38842353,28.05704136,,,1.0,5.0,Bcc+Laves_C14+Laves_C15,-89602.27256,27603.61238,79.56140579,-79239.0367,35033.35614,77.57010002,-86994.92486,17033.09377,70.61603953,,,,-93677.75069,28294.64597,82.79699736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.198801,,,,0.6208785039,0.180320898,,,,,
888,1799,1200.0,40.0,,,,,28.7244,60.98122638,,,,20.0,,,,30.7483,0.0,,,,,,,,,,,,,,,20.0,,,,,,20.0878,19.83662666,,,,,,,,,,,,,,20.0,,,,,20.4395,19.18214696,,,34.8927,,,,,24.8545,54.01273852,,,,18.4335,,,,28.1112,0.0,,,,,,,,,,,,,,,16.0653,,,,,,16.0056,16.17901469,,,,,,,,,,,,,,30.6086,,,,,31.0287,29.80824678,,,1.0,5.0,Laves_C14+Laves_C15,-95698.20693,22840.77752,80.46633706,,,,-88308.0515,18057.37132,72.20271039,,,,-99669.79467,25411.45652,84.90734222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.650442,0.3495579577,,,,,
889,18,1200.0,20.0,,4.905274167,,,,44.9679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,4.332033251,,,19.3753,,,70.0,,,90.76269258,,,35.6568,,,13.1054,,2.913088046,,,,35.5455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4199,,,2.520508479,,,15.005,,,80.4747,,,94.56640348,,,49.4496,,,1.0,5.0,Laves_C15+Bcc,-93347.33816,31004.32019,84.41208183,-93723.19872,39606.46082,90.50650615,-92725.6335,16775.66337,74.33139658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6232220687,,,,,0.376778,,,,,
890,180,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,30.0,,,,,,,,,10.0,,,10.0,,,,,,60.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3604,,,19.3604,,,,,,,,,6.86618,,,6.86619,,,,,,73.7734,,,73.7734,,,,,,1.0,5.0,Bcc,-95713.26989,39274.34979,91.63195851,-95713.26989,39274.34979,91.63195851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
891,1800,1200.0,30.0,,,,,23.7993,52.74670765,,,,20.0,,,,25.4519,0.0,,,,,,,,,,,,,,,20.0,,,,,,20.1781,19.34654223,,,,,,,,,,,,,,30.0,,,,,30.5706,27.90675012,,,24.5536,,,,,19.3638,44.13116871,,,,17.2952,,,,21.8801,0.0,,,,,,,,,,,,,,,15.0733,,,,,,15.1178,14.90519404,,,,,,,,,,,,,,43.0779,,,,,43.6383,40.96363726,,,1.0,5.0,Laves_C14+Laves_C15,-99607.47043,22542.06658,82.91724333,,,,-91600.67139,16942.92063,73.68128976,,,,-101790.0917,24068.37132,85.43492724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.785795,0.2142046589,,,,,
892,1801,1200.0,20.0,,9.398910548,,,23.7633,,,,,20.0,4.500209471,,,25.5068,,,,,,,,,,,,,,,,20.0,,,29.6982229,,,16.5514,,,,,,,,,,,,,,,40.0,,,56.40265709,,34.1786,,,,15.4171,,6.691697941,,,18.8719,,,,,16.2894,3.385278881,,,21.4027,,,,,,,,,,,,,,,,14.1967,,,19.47033759,,,12.104,,,,,,,,,,,,,,,54.0968,,,70.45268558,,47.6214,,,,1.0,5.0,Laves_C14+Bcc,-101139.0546,26785.89292,86.83769308,-97775.22818,36840.5788,91.37956554,,,,,,,-102334.466,23212.73413,85.22363653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2621954446,,,,0.737805,,,,,,
893,1802,1200.0,10.0,,6.584724939,,,16.38231519,,,7.37486,,20.0,5.834997698,,,32.59149171,,,18.4274,,,,,,,,,,,,,20.0,,,29.54078277,,,17.12552491,,,17.2964,,,,,,,,,,,,50.0,,,58.03949459,,33.90066819,,,56.9013,7.28488,,4.64435269,,,12.99518282,,,5.17163,,15.3941,4.348416684,,,27.31582142,,,13.6534,,,,,,,,,,,,,13.4164,,,19.18641174,,,12.50936356,,,11.169,,,,,,,,,,,,63.9045,,,71.82081889,,47.1796322,,,70.006,1.0,5.0,Liquid+Laves_C14+Bcc,-101955.757,37091.64107,94.38780712,-98349.12634,36531.68819,91.55945731,,,,,,,-104668.8367,19714.89097,84.43385105,-101886.1626,49026.03507,102.4418407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2251453743,,,,0.3111905003,,,0.463664,,,
