,task_id,T,x(Cr),x(Cr@B2),x(Cr@Bcc),x(Cr@CBCC_A12),x(Cr@Hcp),x(Cr@Laves_C14),x(Cr@Laves_C15),x(Cr@Laves_C36),x(Cr@Liquid),x(Cr@Sigma),x(Mn),x(Mn@Bcc),x(Mn@Beta_TiMn),x(Mn@CBCC_A12),x(Mn@Laves_C14),x(Mn@Laves_C15),x(Mn@Laves_C36),x(Mn@Liquid),x(Mn@Mn3Ti),x(Mn@Mn4Ti),x(Mn@Sigma),x(Nb),x(Nb@B2),x(Nb@Bcc#1),x(Nb@Bcc#2),x(Nb@Bcc),x(Nb@Laves_C14),x(Nb@Laves_C15),x(Nb@Laves_C36),x(Nb@Liquid),x(Ti),x(Ti@Bcc#1),x(Ti@Bcc#2),x(Ti@Bcc),x(Ti@Beta_TiMn),x(Ti@CBCC_A12),x(Ti@Laves_C14),x(Ti@Laves_C15),x(Ti@Laves_C36),x(Ti@Liquid),x(Ti@Mn3Ti),x(Ti@Mn4Ti),x(V),x(V@Bcc#1),x(V@Bcc#2),x(V@Bcc),x(V@Hcp),x(V@Laves_C14),x(V@Laves_C15),x(V@Laves_C36),x(V@Liquid),x(Zr),x(Zr@Bcc#1),x(Zr@Bcc#2),x(Zr@Bcc),x(Zr@Hcp),x(Zr@Laves_C14),x(Zr@Laves_C15),x(Zr@Laves_C36),x(Zr@Liquid),w(Cr),w(Cr@B2),w(Cr@Bcc),w(Cr@CBCC_A12),w(Cr@Hcp),w(Cr@Laves_C14),w(Cr@Laves_C15),w(Cr@Laves_C36),w(Cr@Liquid),w(Cr@Sigma),w(Mn),w(Mn@Bcc),w(Mn@Beta_TiMn),w(Mn@CBCC_A12),w(Mn@Laves_C14),w(Mn@Laves_C15),w(Mn@Laves_C36),w(Mn@Liquid),w(Mn@Mn3Ti),w(Mn@Mn4Ti),w(Mn@Sigma),w(Nb),w(Nb@B2),w(Nb@Bcc#1),w(Nb@Bcc#2),w(Nb@Bcc),w(Nb@Laves_C14),w(Nb@Laves_C15),w(Nb@Laves_C36),w(Nb@Liquid),w(Ti),w(Ti@Bcc#1),w(Ti@Bcc#2),w(Ti@Bcc),w(Ti@Beta_TiMn),w(Ti@CBCC_A12),w(Ti@Laves_C14),w(Ti@Laves_C15),w(Ti@Laves_C36),w(Ti@Liquid),w(Ti@Mn3Ti),w(Ti@Mn4Ti),w(V),w(V@Bcc#1),w(V@Bcc#2),w(V@Bcc),w(V@Hcp),w(V@Laves_C14),w(V@Laves_C15),w(V@Laves_C36),w(V@Liquid),w(Zr),w(Zr@Bcc#1),w(Zr@Bcc#2),w(Zr@Bcc),w(Zr@Hcp),w(Zr@Laves_C14),w(Zr@Laves_C15),w(Zr@Laves_C36),w(Zr@Liquid),P,log10(P),phase_name,G,H,S,G(@Bcc),H(@Bcc),S(@Bcc),G(@Laves_C15),H(@Laves_C15),S(@Laves_C15),G(@Laves_C36),H(@Laves_C36),S(@Laves_C36),G(@Laves_C14),H(@Laves_C14),S(@Laves_C14),G(@Liquid),H(@Liquid),S(@Liquid),G(@Bcc#1),G(@Bcc#2),H(@Bcc#1),H(@Bcc#2),S(@Bcc#1),S(@Bcc#2),G(@Hcp),H(@Hcp),S(@Hcp),G(@Beta_TiMn),H(@Beta_TiMn),S(@Beta_TiMn),G(@B2),H(@B2),S(@B2),G(@CBCC_A12),H(@CBCC_A12),S(@CBCC_A12),G(@Sigma),H(@Sigma),S(@Sigma),G(@Mn3Ti),G(@Mn4Ti),H(@Mn3Ti),H(@Mn4Ti),S(@Mn3Ti),S(@Mn4Ti),f(@B2),f(@Bcc#1),f(@Bcc#2),f(@Bcc),f(@Beta_TiMn),f(@CBCC_A12),f(@Hcp),f(@Laves_C14),f(@Laves_C15),f(@Laves_C36),f(@Liquid),f(@Mn3Ti),f(@Mn4Ti),f(@Sigma)
1333,220,1200.0,30.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,40.0,,,,,,,,,30.0,,,30.0,,,,,,,,,,,,,,,31.1768,,31.1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2784,,,38.2784,,,,,,,,,30.5448,,,30.5448,,,,,,,,,,,,,,,1.0,5.0,Bcc,-87520.66968,36872.45199,84.44022786,-87520.66968,36872.45199,84.44022786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
1334,2200,1200.0,,,,,,,,,,,20.0,6.99379,,,59.06757726,,,,,,,60.0,,,,75.4474,13.5996795,,,,,,,,,,,,,,,,10.0,,,12.9839,,1.037165535,,,,10.0,,,4.57493,,26.29557771,,,,,,,,,,,,,,13.5737,4.53496,,,46.62321202,,,,,,,68.8636,,,,82.7325,18.15317619,,,,,,,,,,,,,,,,6.29319,,,7.80671,,0.7591092004,,,,11.2695,,,4.92585,,34.46450259,,,,1.0,5.0,Bcc+Laves_C14,-95204.80522,30070.00231,85.03873165,-91136.67405,36346.44571,86.53777264,,,,,,,-107424.5045,11217.05785,80.53596875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750235,,,,0.2497650734,,,,,,
1335,2201,1200.0,,,,,,,,,,,20.0,20.0,,,,,,,,,,60.0,,,,60.0,,,,,,,,,,,,,,,,,20.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,14.2845,14.2845,,,,,,,,,,72.47,,,,72.47,,,,,,,,,,,,,,,,,13.2455,,,13.2455,,,,,,,,,,,,,,,1.0,5.0,Bcc,-92131.92298,38619.41397,88.75629566,-92131.92298,38619.41397,88.75629566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
1336,2202,1200.0,10.0,,4.49544,,,17.18009034,,,,,20.0,6.30483,,,37.86387842,,,,,,,60.0,,,,79.5773,34.46354099,,,,10.0,,,9.62241,,,10.49249025,,,,,,,,,,,,,,,,,,,,,,,,6.77748,,2.77144,,,13.37727639,,,,,14.3219,4.10686,,,31.15087597,,,,,,,72.6596,,,,87.6591,47.94860554,,,,6.24097,,,5.46263,,,7.5232421,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,Bcc+Laves_C14,-92620.88375,35230.97061,86.78807614,-89319.54438,37112.61019,85.82435908,,,,,,,-96927.09452,32776.59203,88.04513223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566044,,,,0.4339556502,,,,,,
1337,2203,1200.0,,,,,,,,,,,20.0,5.27779,,,48.45652943,,,,,,,60.0,,,,79.7281,21.86796706,,,,10.0,,,9.86479,,,10.26129316,,,,,,,,,,,,,,,10.0,,,5.12929,,19.41421036,,,,,,,,,,,,,,13.6252,3.35692,,,38.26995137,,,,,,,69.1251,,,,85.7574,29.2068643,,,,5.93738,,,5.46838,,,7.062996591,,,,,,,,,,,,,,,11.3123,,,5.4173,,25.46018775,,,,1.0,5.0,Bcc+Laves_C14,-95488.52464,31590.7018,86.26360278,-90401.5496,36671.63017,86.2594982,,,,,,,-105321.1225,21769.79152,86.27153653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65904,,,,0.3409598301,,,,,,
1338,2204,1200.0,,,,,,,,,,,20.0,14.7264,,,54.06111378,,,,,,,60.0,,,,63.7682,35.66202237,,,,10.0,,,9.95723,,,10.27626265,,,,,,10.0,,,11.5482,,0.0006011958138,,,,,,,,,,,,,,,,,,,,,,,14.3416,10.3742,,,43.83594446,,,,,,,72.7596,,,,75.9688,48.90150942,,,,6.24956,,,6.11336,,,7.262094094,,,,,,6.64923,,,7.54358,,0.000452027101,,,,,,,,,,,,,1.0,5.0,Bcc+Laves_C14,-93484.85409,37550.79138,88.94928926,-92945.90648,38393.83915,89.15571777,,,,,,,-96965.77926,32105.76083,87.61602015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.865929,,,,0.134070813,,,,,,
1339,2205,1200.0,,,,,,,,,,,20.0,8.99497,,,39.89725863,,,,,,,60.0,,,,71.4981,39.21132763,,,,20.0,,,19.507,,,20.89141374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3992,6.12291,,,32.06782446,,,,,,,73.0516,,,,82.3045,53.29775374,,,,12.5493,,,11.5726,,,14.6344218,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,Bcc+Laves_C14,-91892.48255,37057.57431,87.53355521,-89865.14212,37943.28211,86.75859501,,,,,,,-95557.94344,35456.20177,88.93469451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.643876,,,,0.3561235168,,,,,,
1340,2206,1200.0,10.0,,3.42269,,,20.64476733,,,,,20.0,5.85779,,,42.88784109,,,,,,,70.0,,,,90.7195,36.46739158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.40176,,1.99331,,,15.74507663,,,,,13.528,3.60449,,,34.55985257,,,,,,,80.0703,,,,94.4022,49.6950708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,Bcc+Laves_C14,-90100.04083,33645.61726,84.00071825,-86820.06118,35281.18771,82.88446451,,,,,,,-95408.38146,30998.5993,85.80727065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.618088,,,,0.3819116598,,,,,,
1341,2207,1200.0,,,,,,,,,,,20.0,4.48632,,,58.41038764,,,,,,,70.0,,,,91.0686,17.83613091,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,4.44507,,23.75348146,,,,,,,,,,,,,,12.9047,2.70466,,,45.62755439,,,,,,,76.3812,,,,92.8456,23.56181119,,,,,,,,,,,,,,,,,,,,,,,,,10.7141,,,4.44976,,30.81063442,,,,1.0,5.0,Bcc+Laves_C14,-93035.76398,28774.56227,82.68698112,-87642.25166,34757.59254,83.08715623,,,,,,,-106389.5866,13961.14932,81.69618567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.712305,,,,0.2876948819,,,,,,
1342,2208,1200.0,,,,,,,,,,,20.0,14.0198,,,61.97528787,,,,,,,70.0,,,,74.5556,38.02412915,,,,,,,,,,,,,,,,10.0,,,11.4246,,0.0005829774018,,,,,,,,,,,,,,,,,,,,,,,13.5455,9.30347,,,49.07819015,,,,,,,80.1743,,,,83.6667,50.92138177,,,,,,,,,,,,,,,,6.28014,,,7.02985,,0.0004280799163,,,,,,,,,,,,,1.0,5.0,Bcc+Laves_C14,-91074.66157,36258.10966,86.43571342,-90449.72726,37182.62079,86.63907141,,,,,,,-95461.13403,29768.87941,85.00832463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875298,,,,0.1247023711,,,,,,
1343,2209,1200.0,,,,,,,,,,,20.0,8.64756,,,48.4563645,,,,,,,70.0,,,,82.2961,39.17817958,,,,10.0,,,9.05632,,,12.36545592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5969,5.55356,,,38.61444209,,,,,,,80.4781,,,,89.3776,52.79759091,,,,5.92502,,,5.06887,,,8.587967002,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,Bcc+Laves_C14,-91018.9695,35695.69895,86.01613444,-88900.09432,36564.8305,85.16778659,,,,,,,-96330.20897,33517.10635,88.14262996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.714826,,,,0.2851739554,,,,,,
1344,221,1200.0,20.0,,19.8987,,,,39.24754387,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,40.1085,,,,19.38372667,,,,,30.0,,,30.0669,,,17.27945323,,,10.0,,,9.92589,,,24.08927622,,,19.2734,,19.188,,,,33.74991996,,,,,,,,,,,,,,,,,,,,,,,,35.4955,,,35.6143,,,,15.34905872,,,,,28.3241,,,28.4053,,,14.55781903,,,16.907,,,16.7924,,,36.34320229,,,1.0,5.0,Bcc+Laves_C15,-91159.13903,37889.3757,87.60039013,-91146.38929,37965.7845,87.64360302,-93582.84925,23364.14567,79.38566671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994767,,,,,0.005232892133,,,,,
1345,2210,1200.0,,,,,,,,,,,20.0,8.54211,,,60.44855414,,,,,,,80.0,,,,91.4579,39.55144586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8793,5.23391,,,47.47234291,,,,,,,87.1207,,,,94.7661,52.52765709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,Bcc+Laves_C14,-88606.14217,33995.43135,83.22409362,-86729.88372,35045.33633,82.66315043,,,,,,,-95229.69802,30289.06335,85.20433178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.779259,,,,0.2207411107,,,,,,
1346,2211,1200.0,70.0,,70.0,,,,,,,,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8316,,68.8316,,,,,,,,31.1684,31.1684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,Bcc,-78481.60739,34746.4851,76.86121066,-78481.60739,34746.4851,76.86121066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
1347,2212,1200.0,60.0,,69.6578,,,,,36.35151174,,,30.0,29.8729,,,,,30.31123891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,0.469293,,,,33.33724935,,54.924,,68.2623,,,,,28.65344977,,,29.0158,30.9308,,,,,25.24416662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0602,,,0.806853,,,,46.10238361,,1.0,5.0,Bcc+Laves_C36,-85551.15276,27359.0105,76.64539474,-78834.36625,34795.78082,77.13413235,,,,-101998.1416,9149.040909,75.44865253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.710031,,,,,,0.289969421,,,,
1348,2213,1200.0,50.0,,69.84800314,,,,,36.4481,,,30.0,29.68568151,,,,,30.2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,0.4663153532,,,,33.3373,,42.8132,,68.45731878,,,,,28.7308,,,27.1414,30.74084664,,,,,25.1648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0454,,,0.8018345796,,,,46.1044,,1.0,5.0,Laves_C36+Bcc,-92563.70901,19556.77111,76.109344,-78783.18631,34785.2468,77.09223983,,,,-101972.8121,9159.030678,75.43823969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4057462239,,,,,,0.594254,,,,
1349,2214,1200.0,40.0,,70.13562141,,,,,36.5952,,,30.0,29.40251692,,,,,30.0675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,0.4618616692,,,,33.3373,,32.1723,,68.75227069,,,,,28.8487,,,25.4945,30.453402,,,,,25.0439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3333,,,0.7943273093,,,,46.1074,,1.0,5.0,Laves_C36+Bcc,-99576.07262,11772.54978,75.58539347,-78705.47608,34769.72082,77.02894946,,,,-101934.0772,9174.280239,75.42229743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1015129835,,,,,,0.898487,,,,
1350,2215,1200.0,30.0,,,,,33.4616,,,12.66781808,,30.0,,,,32.2051,,,18.95915101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,34.3332,,,68.37303091,22.7488,,,,,26.1983,,,8.298262901,,24.0359,,,,26.6412,,,13.12221555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2153,,,,,47.1606,,,78.57952155,1.0,5.0,Laves_C14+Liquid,-101384.7762,23553.53906,84.81031478,,,,,,,,,,-101588.6628,18406.35024,81.45471474,-100363.9317,49325.11227,101.6115426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.833525,,,0.166474609,,,
1351,2216,1200.0,20.0,,,,,17.65045468,,35.46506703,6.94481,,30.0,,,,48.45749664,,30.1921057,25.3246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,33.89204868,,34.34282727,67.7306,14.3452,,,,,13.75595272,,27.79001914,4.55303,,22.7353,,,,39.90236722,,24.99679762,17.5423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9195,,,,,46.34168006,,47.21318324,77.9047,1.0,5.0,Liquid+Laves_C36+Laves_C14,-102771.2223,28082.09504,88.82552172,,,,,,,-102129.4248,9977.936,76.10043839,-106777.4345,10130.79801,79.35935412,-102358.7695,48419.10755,102.3506616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1148643488,,0.4146348856,0.470501,,,
1352,2217,1200.0,10.0,,,,,17.65045459,,35.46506698,6.94481,,30.0,,,,48.45749681,,30.19210589,25.3246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,33.8920486,,34.34282713,67.7306,6.80439,,,,,13.75595265,,27.79001912,4.55303,,21.5682,,,,39.90236737,,24.9967978,17.5423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.6274,,,,,46.34167997,,47.21318308,77.9047,1.0,5.0,Liquid+Laves_C36+Laves_C14,-103212.4843,39649.48097,96.97720213,,,,,,,-102129.4249,9977.935866,76.10043833,-106777.4346,10130.79788,79.35935406,-102358.7697,48419.10744,102.3506616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1949679993,,0.03393838705,0.771094,,,
